BJD(TDB)-2450000,Flux,Error,,Detrended Spitzer light curve for 19 September - 10 October 2016
7667.455727,1.000094,0.001518,,
7667.457219,1.000276,0.001431,,
7667.458718,1.000044,0.001347,,
7667.460215,0.998937,0.001161,,
7667.461707,0.998537,0.001147,,
7667.46321,1.001215,0.001339,,
7667.464708,0.999759,0.001426,,
7667.466208,1.000175,0.00125,,
7667.467707,0.99864,0.001325,,
7667.469202,0.999766,0.001373,,
7667.470699,0.999782,0.001579,,
7667.472197,0.999539,0.001416,,
7667.473696,0.999489,0.001338,,
7667.475187,1.001902,0.001422,,
7667.476691,0.999827,0.00139,,
7667.478188,1.000342,0.001409,,
7667.479686,0.998931,0.001188,,
7667.48118,1.000162,0.001221,,
7667.482687,0.999141,0.00126,,
7667.48418,0.999906,0.001199,,
7667.485677,1.000642,0.001279,,
7667.487191,1.000935,0.001277,,
7667.488674,1.000714,0.001279,,
7667.490173,1.000264,0.001337,,
7667.491662,1.000483,0.001231,,
7667.493161,0.999775,0.001421,,
7667.494664,1.00096,0.001237,,
7667.496166,1.00018,0.001346,,
7669.779519,0.998968,0.001742,,
7669.781016,0.998155,0.001584,,
7669.782514,1.000147,0.001724,,
7669.784012,0.997519,0.001566,,
7669.78551,0.999784,0.001519,,
7669.787017,1.00076,0.001917,,
7669.788505,1.000175,0.001832,,
7669.790003,1.000748,0.001707,,
7669.791501,0.999147,0.00152,,
7669.792999,1.000675,0.001639,,
7669.794496,1.000019,0.001626,,
7669.795994,0.998872,0.00176,,
7669.797492,1.000047,0.001828,,
7669.79899,0.998862,0.001454,,
7669.800488,1.0005,0.001734,,
7669.801986,0.999124,0.00198,,
7669.803472,0.999339,0.00184,,
7669.804981,1.000673,0.001422,,
7669.806479,1.000652,0.001624,,
7669.807985,0.998492,0.001759,,
7669.809467,1.000274,0.002227,,
7669.810973,1.000294,0.001833,,
7669.81247,1.000571,0.001551,,
7669.813972,0.998119,0.001459,,
7669.815466,0.999809,0.001583,,
7669.816964,0.999061,0.001776,,
7669.818461,1.000287,0.001754,,
7669.819959,0.999724,0.00162,,
7669.821457,1.00105,0.001537,,
7669.822955,1.000705,0.001711,,
7669.824453,1.000255,0.001724,,
7669.825951,0.999642,0.001772,,
7669.827448,0.999807,0.001635,,
7669.828946,0.999264,0.001328,,
7669.830445,0.99947,0.001604,,
7669.831942,0.999046,0.001542,,
7669.83344,1.002914,0.001599,,
7669.834938,0.999186,0.001872,,
7669.836436,1.001052,0.001656,,
7669.837933,1.000285,0.001281,,
7669.839431,1.000251,0.001504,,
7669.840929,0.99944,0.00205,,
7669.842427,0.999576,0.001499,,
7669.843924,0.99925,0.001697,,
7669.845423,1.000034,0.001393,,
7669.846918,0.999371,0.001815,,
7669.848424,0.999012,0.001746,,
7669.849916,1.000035,0.001484,,
7669.851414,1.002351,0.001738,,
7669.852912,0.999323,0.001466,,
7669.854409,0.999624,0.0016,,
7669.855907,1.000333,0.001292,,
7669.857405,1.000826,0.001599,,
7669.858903,0.999732,0.001845,,
7669.860401,1.000235,0.002039,,
7669.861899,0.999756,0.001665,,
7669.863396,1.000791,0.001722,,
7669.864894,1.000189,0.001656,,
7669.866392,1.002426,0.001684,,
7669.86789,0.999968,0.001689,,
7669.869387,0.999463,0.001581,,
7669.870885,1.000232,0.001444,,
7669.872383,1.000779,0.001673,,
7669.873881,1.000483,0.001908,,
7669.875379,0.999882,0.001761,,
7669.876876,1.000674,0.001787,,
7669.878374,0.998354,0.001677,,
7669.879872,1.001111,0.001845,,
7669.88137,1.000859,0.0016,,
7669.882868,1.001073,0.001725,,
7669.884368,1.000122,0.001678,,
7669.885864,1.00034,0.001591,,
7669.887362,1.000112,0.00151,,
7669.88886,1.00046,0.001556,,
7669.890358,0.999723,0.001553,,
7669.891856,0.999788,0.001468,,
7669.893353,1.000307,0.001514,,
7669.894851,1.000834,0.001648,,
7669.896349,1.000782,0.001635,,
7669.897847,1.000612,0.001671,,
7669.899346,1.001083,0.001581,,
7669.900842,0.999102,0.001546,,
7669.90234,1.000467,0.001436,,
7669.903838,1.001028,0.001799,,
7669.905336,0.998913,0.00181,,
7669.906846,0.999597,0.001499,,
7669.908332,1.000839,0.001703,,
7669.909829,1.000377,0.001555,,
7669.911327,1.000031,0.001639,,
7669.912825,1.001986,0.001745,,
7669.914328,0.999787,0.001833,,
7669.915821,1.000317,0.001691,,
7669.917318,1.000862,0.001668,,
7669.918816,1.00016,0.001738,,
7669.920314,0.999408,0.001466,,
7669.921813,1.000826,0.00157,,
7669.92331,1.001033,0.001526,,
7669.924808,1.000295,0.001818,,
7669.926305,0.999716,0.001706,,
7669.927801,1.001005,0.001603,,
7669.929287,1.000422,0.001435,,
7669.930793,1.001295,0.001674,,
7669.932296,0.999442,0.001424,,
7669.933786,1.000009,0.001623,,
7669.935292,0.999725,0.001668,,
7669.936791,0.999961,0.001498,,
7669.938289,1.000457,0.001452,,
7669.939786,1.000504,0.001734,,
7669.941307,0.99951,0.001668,,
7669.942788,1.001296,0.00162,,
7669.944253,1.001409,0.001752,,
7669.945777,1.001566,0.00155,,
7669.947275,0.998945,0.001394,,
7669.948773,0.997887,0.001643,,
7669.950276,1.000786,0.001736,,
7669.951769,1.001436,0.001527,,
7669.953266,0.999188,0.001543,,
7669.954764,1.000373,0.00176,,
7669.956261,0.999879,0.001638,,
7669.957772,1.000591,0.001813,,
7669.959258,0.999521,0.001631,,
7669.960755,0.999138,0.00165,,
7669.962253,1.000327,0.001637,,
7669.96377,1.000441,0.001867,,
7669.96526,0.998938,0.0017,,
7669.966747,0.999994,0.001754,,
7669.968244,0.99797,0.001598,,
7669.969743,1.000166,0.001691,,
7669.97124,0.998644,0.001894,,
7669.97276,0.999209,0.001763,,
7669.974236,1.000338,0.001619,,
7669.975733,0.999962,0.001704,,
7669.977235,1.000083,0.001521,,
7669.978729,0.999397,0.001626,,
7669.980227,1.000571,0.001626,,
7669.981718,1.001018,0.001633,,
7669.983222,0.999292,0.001572,,
7669.984731,1.000661,0.001507,,
7669.986199,0.999617,0.001353,,
7669.987716,0.998992,0.001603,,
7669.989216,1.000697,0.001733,,
7669.990708,1.000026,0.001581,,
7669.992211,0.998019,0.001793,,
7669.993708,0.998911,0.00159,,
7669.995211,0.999033,0.001635,,
7669.996704,0.999236,0.001561,,
7669.998198,1.000306,0.001412,,
7669.999695,0.998859,0.001451,,
7670.001196,0.999661,0.001512,,
7670.002707,0.999765,0.001583,,
7670.004193,1.000389,0.001599,,
7670.005695,0.997689,0.001799,,
7670.007184,0.991926,0.001703,,
7670.008702,0.99358,0.00186,,
7670.010183,0.992073,0.001704,,
7670.011693,0.991898,0.001521,,
7670.01318,0.992679,0.001246,,
7670.014693,0.991724,0.001506,,
7670.016157,0.990877,0.001989,,
7670.017672,0.991112,0.001477,,
7670.01919,0.992409,0.001595,,
7670.020668,0.991588,0.00163,,
7670.022165,0.992805,0.001628,,
7670.023656,0.992083,0.001881,,
7670.025157,0.990519,0.001633,,
7670.026684,0.993031,0.001483,,
7670.028156,0.993905,0.00177,,
7670.029654,0.997111,0.001651,,
7670.031152,0.999063,0.001587,,
7670.03265,1.00102,0.001793,,
7670.034149,0.998802,0.001761,,
7670.035646,0.998631,0.001495,,
7670.037143,1.000056,0.001705,,
7670.038638,1.000389,0.001646,,
7670.040134,1.001354,0.001619,,
7670.041638,0.998592,0.001507,,
7670.043135,0.999257,0.001461,,
7670.044641,0.997867,0.00169,,
7670.04613,0.99911,0.001516,,
7670.047626,0.999756,0.001358,,
7670.049149,1.00019,0.001692,,
7670.050636,0.999682,0.001506,,
7670.052138,0.9993,0.001529,,
7670.053621,1.0006,0.001618,,
7670.055117,0.998887,0.001734,,
7670.056616,0.999034,0.001501,,
7670.058106,0.99918,0.001631,,
7670.0596,0.999717,0.001895,,
7670.06111,0.998042,0.001453,,
7670.062613,0.999196,0.001696,,
7670.064105,0.999992,0.001569,,
7670.065604,1.000231,0.001564,,
7670.067099,1.000829,0.001533,,
7670.068592,1.001348,0.001647,,
7670.07009,1.000043,0.001754,,
7670.071593,0.999522,0.001563,,
7670.073088,1.002033,0.001741,,
7670.074589,1.00107,0.001683,,
7670.076081,1.000237,0.00159,,
7670.077579,1.000209,0.00159,,
7670.07909,0.999775,0.002039,,
7670.08058,1.000442,0.00193,,
7670.082072,1.000505,0.001673,,
7670.083591,1.000899,0.001734,,
7670.08509,1.0011,0.001926,,
7670.086566,1.000733,0.001737,,
7670.08808,1.000058,0.001769,,
7670.089568,0.998799,0.001777,,
7670.091084,1.000268,0.001995,,
7670.092581,1.000096,0.001661,,
7670.094092,0.999924,0.001715,,
7670.095546,0.999352,0.001805,,
7670.097061,0.999397,0.001747,,
7670.098565,1.000992,0.001577,,
7670.100052,1.000868,0.001836,,
7670.101554,0.999745,0.001719,,
7670.103038,0.999753,0.001609,,
7670.104546,0.999735,0.001709,,
7670.10604,0.999223,0.001472,,
7670.107548,1.00134,0.001634,,
7670.109027,1.000116,0.001672,,
7670.110528,0.999885,0.001519,,
7670.112007,0.999923,0.001935,,
7670.113528,0.999643,0.001635,,
7670.115024,0.999566,0.001713,,
7670.116522,0.998816,0.001661,,
7670.118027,0.998897,0.001943,,
7670.119523,1.001304,0.001657,,
7670.121033,0.999897,0.001637,,
7670.12251,1.000257,0.001825,,
7670.124034,0.99921,0.001765,,
7670.125499,0.999383,0.001517,,
7670.126999,0.996684,0.001452,,
7670.12851,0.997097,0.001521,,
7670.130013,0.995819,0.001693,,
7670.131491,0.995376,0.001577,,
7670.132983,0.99594,0.001601,,
7670.134496,0.997413,0.001767,,
7670.136009,0.996201,0.001702,,
7670.137505,0.995223,0.001698,,
7670.138987,0.996015,0.001488,,
7670.140487,0.996083,0.001653,,
7670.142,0.995429,0.001662,,
7670.143488,0.995926,0.001652,,
7670.144993,0.996171,0.001869,,
7670.146485,0.997127,0.001477,,
7670.147982,0.997589,0.001883,,
7670.14948,0.995826,0.001919,,
7670.150964,0.995017,0.001668,,
7670.152472,0.99687,0.001809,,
7670.153963,0.99585,0.001772,,
7670.155471,0.994258,0.001922,,
7670.15696,0.996769,0.00161,,
7670.158464,0.999477,0.001356,,
7670.159953,0.999211,0.001565,,
7670.161454,1.001167,0.001698,,
7670.162964,0.998799,0.001862,,
7670.164452,0.998911,0.001726,,
7670.165955,0.999118,0.001594,,
7670.167458,0.999971,0.001894,,
7670.168952,0.999425,0.001624,,
7670.170443,0.998585,0.001708,,
7670.171946,0.999793,0.001799,,
7670.173444,1.00082,0.001347,,
7670.174942,1.000928,0.001672,,
7670.176441,0.999816,0.001749,,
7670.177938,1.000426,0.001535,,
7670.179435,1.001078,0.001759,,
7670.180939,0.999628,0.001785,,
7670.182442,1.000442,0.001523,,
7670.183918,0.999685,0.00164,,
7670.185419,0.999623,0.0017,,
7670.186932,1.001208,0.001639,,
7670.188432,0.999933,0.001587,,
7670.189924,0.999774,0.001874,,
7670.191419,1.000096,0.001793,,
7670.192921,1.000978,0.001995,,
7670.194414,1.000406,0.001429,,
7670.195909,1.000083,0.001523,,
7670.197409,1.000377,0.001413,,
7670.198908,1.001722,0.00165,,
7670.200405,1.000707,0.001918,,
7670.201908,0.999972,0.001789,,
7670.2034,1.000803,0.001559,,
7670.204898,0.999831,0.001651,,
7670.206397,0.999309,0.001554,,
7670.207904,1.000542,0.001425,,
7670.209392,1.000045,0.001622,,
7670.210889,0.999272,0.001759,,
7670.21239,1.000414,0.001811,,
7670.213878,1.000279,0.001867,,
7670.215381,0.99889,0.001487,,
7670.216858,0.999433,0.001605,,
7670.218379,0.999526,0.001844,,
7670.219877,1.00037,0.001905,,
7670.221375,1.000122,0.001781,,
7670.222872,0.999756,0.001373,,
7670.22437,1.000097,0.001517,,
7670.225867,1.000634,0.001603,,
7670.227373,1.000637,0.002033,,
7670.228865,1.000358,0.001723,,
7670.230356,0.999668,0.00169,,
7670.231859,1.000583,0.001546,,
7670.233361,0.999863,0.001576,,
7670.234877,0.999699,0.001725,,
7670.236358,0.999417,0.001603,,
7670.237861,0.999137,0.001867,,
7670.239345,0.999219,0.001473,,
7670.240856,1.000458,0.00182,,
7670.242347,1.001167,0.001648,,
7670.243843,0.99972,0.001569,,
7670.245341,1.000279,0.001519,,
7670.246837,0.99974,0.001601,,
7670.248334,0.999634,0.00177,,
7670.249854,0.999046,0.001585,,
7670.251326,1.000338,0.001289,,
7670.252832,1.000038,0.001522,,
7670.254335,1.000281,0.001633,,
7670.255824,1.000399,0.00176,,
7670.257316,1.000109,0.001755,,
7670.258821,1.000759,0.001891,,
7670.260318,1.001261,0.001862,,
7670.261827,1.00097,0.001856,,
7670.263328,0.999828,0.001648,,
7670.2648,0.999427,0.001587,,
7670.26631,1.000436,0.001539,,
7670.267807,0.998857,0.001463,,
7670.269297,0.99993,0.001668,,
7670.270791,1.000661,0.001931,,
7670.272295,0.999044,0.001445,,
7670.273796,1.000787,0.001775,,
7670.275296,0.998559,0.001778,,
7670.276793,0.999052,0.001584,,
7670.278299,1.000884,0.002106,,
7670.27978,0.999777,0.001547,,
7670.281284,0.999049,0.001721,,
7670.282785,1.000003,0.001624,,
7670.284267,1.000352,0.001676,,
7670.285792,0.994601,0.001828,,
7670.287284,0.993237,0.001732,,
7670.288784,0.992457,0.001647,,
7670.290274,0.992034,0.001578,,
7670.291792,0.992594,0.001562,,
7670.29325,0.992958,0.001527,,
7670.294761,0.991943,0.001433,,
7670.296261,0.991606,0.001545,,
7670.297767,0.99179,0.001382,,
7670.299272,0.992374,0.001666,,
7670.300757,0.992741,0.001388,,
7670.302257,0.99094,0.001576,,
7670.303766,0.993057,0.001652,,
7670.305272,0.99154,0.00155,,
7670.306757,0.992391,0.001653,,
7670.308244,0.991497,0.00167,,
7670.30974,0.993348,0.001657,,
7670.311252,0.994617,0.001685,,
7670.312741,0.998764,0.001658,,
7670.314239,0.998845,0.001591,,
7670.315732,1.000784,0.001711,,
7670.317243,1.001091,0.001804,,
7670.318733,1.000709,0.001373,,
7670.32023,0.999314,0.00153,,
7670.321728,0.9999,0.001745,,
7670.323237,1.00059,0.001473,,
7670.324732,0.999002,0.001709,,
7670.326223,0.999264,0.001817,,
7670.327724,0.998743,0.00156,,
7670.329217,1.000489,0.001958,,
7670.330715,0.999805,0.001746,,
7670.332217,1.000317,0.001578,,
7670.333704,1.000782,0.001596,,
7670.335208,1.000678,0.001564,,
7670.336706,1.000135,0.00148,,
7670.338205,0.999859,0.002044,,
7670.339702,1.000043,0.001913,,
7670.341194,1.000435,0.00185,,
7670.342708,0.999474,0.001599,,
7670.344195,0.999929,0.001896,,
7670.345697,0.999043,0.001952,,
7670.347196,1.000494,0.001892,,
7670.34869,0.999497,0.00191,,
7670.350189,1.000918,0.001721,,
7670.351684,0.999537,0.001421,,
7670.353186,1.000348,0.001766,,
7670.35468,1.001252,0.001653,,
7670.356179,0.999687,0.001871,,
7670.357676,0.998798,0.001541,,
7670.359181,1.001268,0.001814,,
7670.360668,0.999238,0.001598,,
7670.362169,1.000219,0.001683,,
7670.363672,0.999592,0.001682,,
7670.365164,1.000292,0.001499,,
7670.366663,0.999138,0.001731,,
7670.368167,0.999261,0.001659,,
7670.369653,1.001473,0.001576,,
7670.371157,0.999317,0.00164,,
7670.372665,1.000556,0.001628,,
7670.374151,1.00147,0.001885,,
7670.375647,1.00041,0.001453,,
7670.377147,0.998833,0.001404,,
7670.37864,0.999998,0.00176,,
7670.380133,1.000722,0.001967,,
7670.381649,0.999161,0.001732,,
7670.383138,0.998992,0.001606,,
7670.384636,0.999822,0.001475,,
7670.386135,1.000542,0.001915,,
7670.38763,0.999852,0.001582,,
7670.389129,1.000306,0.001618,,
7670.390631,1.000763,0.001979,,
7670.39213,1.000789,0.001447,,
7670.393625,0.998818,0.00156,,
7670.395113,1.001004,0.001717,,
7670.396619,0.999448,0.001721,,
7670.398116,1.000474,0.001456,,
7670.399621,0.999181,0.001645,,
7670.401123,0.999926,0.00183,,
7670.40261,0.999811,0.001508,,
7670.404108,0.999418,0.001685,,
7670.405608,0.998337,0.001684,,
7670.407096,0.998902,0.001485,,
7670.408602,0.997567,0.001714,,
7670.410092,1.00144,0.001572,,
7670.411598,1.000367,0.001595,,
7670.413099,0.999852,0.001722,,
7670.414588,1.001827,0.001887,,
7670.416083,0.999713,0.001544,,
7670.417597,0.999871,0.00171,,
7670.419087,1.000471,0.001541,,
7670.420582,1.001203,0.001666,,
7670.422083,0.999706,0.001635,,
7670.42358,0.998712,0.001569,,
7670.425064,0.999313,0.001799,,
7670.426577,0.999076,0.001731,,
7670.428074,0.999875,0.001586,,
7670.429565,1.000495,0.001694,,
7670.431058,1.000935,0.00149,,
7670.432568,0.999263,0.001542,,
7670.434065,1.000232,0.001468,,
7670.435565,1.001358,0.001707,,
7670.43707,0.998878,0.001645,,
7670.438559,0.999572,0.001738,,
7670.440052,0.998903,0.001651,,
7670.441543,1.000309,0.001577,,
7670.443045,0.999945,0.001811,,
7670.44455,1.000195,0.001407,,
7670.446034,0.998702,0.001878,,
7670.447547,0.999622,0.001876,,
7670.449053,0.99967,0.00154,,
7670.450552,1.0002,0.001596,,
7670.452044,1.000016,0.001745,,
7670.453525,0.999596,0.001641,,
7670.455035,0.999225,0.001634,,
7670.456533,0.999321,0.001589,,
7670.45803,0.999267,0.001628,,
7670.459503,0.999813,0.001757,,
7670.461,0.998884,0.001876,,
7670.462501,1.001166,0.00167,,
7670.463991,1.001592,0.001675,,
7670.465527,1.000916,0.001701,,
7670.467004,0.999334,0.001771,,
7670.46851,1.001202,0.001652,,
7670.470024,1.002456,0.001844,,
7670.471491,1.001216,0.001544,,
7670.473019,1.000806,0.001724,,
7670.474506,0.998137,0.001739,,
7670.476007,0.998389,0.001515,,
7670.477494,0.999776,0.001728,,
7670.478977,0.999724,0.001543,,
7670.480487,0.999727,0.001662,,
7670.481997,0.999544,0.001856,,
7670.483513,1.000436,0.001725,,
7670.484991,0.99888,0.001421,,
7670.486489,1.000587,0.001733,,
7670.487982,0.999121,0.001792,,
7670.489477,0.998958,0.001769,,
7670.490982,0.999777,0.00173,,
7670.492491,0.999305,0.001653,,
7670.493987,1.000661,0.001788,,
7670.49548,1.000426,0.002111,,
7670.496973,1.000974,0.001645,,
7670.498483,0.998771,0.001591,,
7670.499981,0.99971,0.001392,,
7670.501467,0.999838,0.001642,,
7670.502957,0.99946,0.001691,,
7670.504457,1.000443,0.001837,,
7670.50595,0.998991,0.001949,,
7670.50745,1.001207,0.001993,,
7670.508955,0.999324,0.00171,,
7670.510456,1.000962,0.001684,,
7670.511927,0.999173,0.001767,,
7670.513436,0.999124,0.001635,,
7670.514937,1.000047,0.001708,,
7670.516447,0.99934,0.001369,,
7670.517943,0.999223,0.001905,,
7670.519449,1.000366,0.001731,,
7670.520948,0.999399,0.001829,,
7670.52243,0.999183,0.001685,,
7670.523949,0.999697,0.001894,,
7670.525421,0.99874,0.001593,,
7670.526921,1.000404,0.001785,,
7670.528434,1.000016,0.001687,,
7670.529931,0.999086,0.001737,,
7670.531424,0.998195,0.001392,,
7670.532912,0.999985,0.001553,,
7670.534417,0.998396,0.00173,,
7670.535916,0.999057,0.001448,,
7670.53742,0.999028,0.001686,,
7670.538912,1.001216,0.001639,,
7670.540402,1.000663,0.001522,,
7670.541904,0.999098,0.001686,,
7670.543407,0.998205,0.001798,,
7670.544892,0.999389,0.001644,,
7670.546402,0.998705,0.001821,,
7670.547896,0.998598,0.001517,,
7670.549397,0.999109,0.001935,,
7670.550894,1.000766,0.002007,,
7670.552392,0.999651,0.001612,,
7670.553889,1.000185,0.001649,,
7670.555379,0.999463,0.00186,,
7670.556868,0.999309,0.001665,,
7670.558388,1.00007,0.001704,,
7670.559879,0.999918,0.001761,,
7670.561374,0.999893,0.001585,,
7670.562884,1.002013,0.00158,,
7670.564403,0.999962,0.001765,,
7670.565884,1.000773,0.001491,,
7670.567371,1.001614,0.001779,,
7670.568868,1.000342,0.001462,,
7670.570366,0.998255,0.001257,,
7670.571864,0.997706,0.001468,,
7670.573355,0.99792,0.001584,,
7670.57486,1.000371,0.001495,,
7670.576358,0.999611,0.001935,,
7670.577855,0.997218,0.001602,,
7670.579362,1.000933,0.001907,,
7670.580851,1.001812,0.001676,,
7670.582353,1.000965,0.001586,,
7670.583849,1.002746,0.001778,,
7670.585347,0.999182,0.001889,,
7670.586824,1.000484,0.001725,,
7670.588348,1.00168,0.001691,,
7670.58984,1.000831,0.001702,,
7670.591337,1.00169,0.001584,,
7670.592833,1.001817,0.001769,,
7670.594331,1.001346,0.002001,,
7670.595834,1.000169,0.001835,,
7670.597327,1.000883,0.00238,,
7670.598814,1.002217,0.001391,,
7670.600322,1.001338,0.001552,,
7670.6018,1.001243,0.001569,,
7670.603315,1.001829,0.001653,,
7670.604816,1.001795,0.001686,,
7670.606322,1.000746,0.001701,,
7670.607811,1.000325,0.001894,,
7670.609309,0.999723,0.001675,,
7670.610807,1.000795,0.002016,,
7670.612297,0.999803,0.001633,,
7670.613798,1.000905,0.001697,,
7670.615297,1.000036,0.001478,,
7670.616798,0.99971,0.001608,,
7670.618296,0.999038,0.001453,,
7670.619788,1.002044,0.001505,,
7670.621292,0.99981,0.001635,,
7670.622788,0.99935,0.001525,,
7670.624287,0.999156,0.001736,,
7670.625793,1.001124,0.001963,,
7670.627271,0.999696,0.001649,,
7670.628781,0.998946,0.001638,,
7670.630279,0.998492,0.001323,,
7670.631781,1.000092,0.001691,,
7670.633265,1.000665,0.00171,,
7670.634782,1.0025,0.001713,,
7670.636281,0.998713,0.001599,,
7670.637762,1.001235,0.001462,,
7670.639257,0.999627,0.001774,,
7670.64075,0.999829,0.001475,,
7670.642256,0.99949,0.001577,,
7670.643744,1.000375,0.001935,,
7670.645257,1.001169,0.001657,,
7670.646759,1.00093,0.001595,,
7670.648239,1.001402,0.001797,,
7670.64975,1.000867,0.001593,,
7670.651243,1.000292,0.001754,,
7670.652746,1.000792,0.001708,,
7670.654235,1.000713,0.001727,,
7670.655725,0.999146,0.001698,,
7670.659962,1.001875,0.002554,,
7670.661448,1.001256,0.002055,,
7670.662947,1.000794,0.001864,,
7670.664443,1.000385,0.001919,,
7670.665941,1.000215,0.002337,,
7670.667439,0.999638,0.002355,,
7670.668937,0.999955,0.002235,,
7670.670427,1.001081,0.002551,,
7670.671942,0.999562,0.002018,,
7670.67343,1.000176,0.002829,,
7670.674928,0.999571,0.002327,,
7670.676433,1.000414,0.002536,,
7670.677924,0.999382,0.002122,,
7670.679422,1.000537,0.002353,,
7670.680915,0.99859,0.002245,,
7670.682417,0.998571,0.002423,,
7670.683915,0.999165,0.002872,,
7670.685414,0.999574,0.002357,,
7670.686911,1.001242,0.001982,,
7670.688409,0.999481,0.002066,,
7670.689906,0.999708,0.002295,,
7670.691404,1.000041,0.00205,,
7670.692902,0.99942,0.002532,,
7670.694404,1.000185,0.002441,,
7670.695898,0.999038,0.002193,,
7670.697395,1.001772,0.002284,,
7670.698893,0.99957,0.002205,,
7670.700391,0.999074,0.00195,,
7670.701889,0.999678,0.00213,,
7670.703387,0.999943,0.002167,,
7670.704884,1.001357,0.002429,,
7670.706382,0.998512,0.002369,,
7670.707869,1.001645,0.002344,,
7670.709379,0.999033,0.002302,,
7670.710876,0.998451,0.002302,,
7670.712373,1.000309,0.001962,,
7670.713871,0.99924,0.002322,,
7670.71537,0.998841,0.002302,,
7670.716867,1.000509,0.0024,,
7670.718365,0.999898,0.002154,,
7670.719863,0.99799,0.002466,,
7670.72136,1.000401,0.002234,,
7670.722858,1.000608,0.002987,,
7670.724356,1.001307,0.002649,,
7670.725856,0.9997,0.002448,,
7670.727352,0.999132,0.002312,,
7670.72885,1.000037,0.002385,,
7670.730348,0.999072,0.002326,,
7670.731845,0.999027,0.002209,,
7670.733343,0.999868,0.002492,,
7670.734841,0.999342,0.002399,,
7670.736338,0.999411,0.002492,,
7670.737847,0.999747,0.002314,,
7670.739323,1.000278,0.002543,,
7670.740832,0.998315,0.002345,,
7670.74233,0.999976,0.002268,,
7670.743828,0.999099,0.002216,,
7670.745326,1.000286,0.002306,,
7670.746823,1.000212,0.002375,,
7670.748321,1.000977,0.001967,,
7670.74983,1.000051,0.002278,,
7670.751317,1.000189,0.002183,,
7670.752815,0.998681,0.00253,,
7670.754309,0.999563,0.002188,,
7670.75581,1.001349,0.002225,,
7670.757308,0.998449,0.002492,,
7670.758806,1.002749,0.002364,,
7670.760304,1.000499,0.002371,,
7670.761805,0.99946,0.002276,,
7670.763299,0.998634,0.002286,,
7670.764797,1.000631,0.002204,,
7670.766295,1.000767,0.002127,,
7670.767793,0.999846,0.002308,,
7670.769291,1.000328,0.001971,,
7670.770788,1.000019,0.002235,,
7670.772286,0.999869,0.002536,,
7670.773773,1.000036,0.002514,,
7670.775282,0.999112,0.00231,,
7670.776779,0.999547,0.002229,,
7670.778273,1.000861,0.002002,,
7670.779775,1.001527,0.002642,,
7670.781273,1.000173,0.00229,,
7670.782771,0.999979,0.002664,,
7670.784269,0.998417,0.002435,,
7670.785766,1.00093,0.002289,,
7670.787269,0.999591,0.002596,,
7670.788761,1.001422,0.00232,,
7670.79026,0.99897,0.002301,,
7670.791758,1.000312,0.002757,,
7670.79325,0.999537,0.002484,,
7670.794753,1.000134,0.00232,,
7670.796251,1.000076,0.002371,,
7670.79775,1.00121,0.002573,,
7670.799247,0.999346,0.002251,,
7670.800751,1.000552,0.00259,,
7670.802242,1.000801,0.001936,,
7670.80374,1.000441,0.002327,,
7670.805238,1.000434,0.002471,,
7670.806736,1.000888,0.00241,,
7670.808233,1.000281,0.002272,,
7670.809731,1.000888,0.002269,,
7670.811229,1.001081,0.00245,,
7670.812727,0.999521,0.001945,,
7670.814225,1.000486,0.002628,,
7670.815723,0.999348,0.002571,,
7670.81722,0.999713,0.002126,,
7670.818718,1.000637,0.002618,,
7670.820212,0.999996,0.002603,,
7670.821717,0.999275,0.002285,,
7670.823212,1.000446,0.002253,,
7670.82471,0.999273,0.002206,,
7670.826212,0.999027,0.002327,,
7670.827705,1.000736,0.002512,,
7670.829203,0.999007,0.002099,,
7670.830701,0.999851,0.002078,,
7670.832199,1.000467,0.0026,,
7670.833696,1.000464,0.002321,,
7670.835195,0.999843,0.002214,,
7670.836692,1.000294,0.002948,,
7670.838184,1.000192,0.002019,,
7670.839677,1.000453,0.002301,,
7670.841186,0.999664,0.00257,,
7670.842683,1.001166,0.001954,,
7670.844181,1.00005,0.002318,,
7670.845681,1.00059,0.002435,,
7670.847169,1.001505,0.002403,,
7670.848676,1.000172,0.002815,,
7670.850173,1.001036,0.001906,,
7670.85167,1.000273,0.002568,,
7670.853168,1.000031,0.00221,,
7670.854666,1.000946,0.002157,,
7670.856164,0.999468,0.00254,,
7670.857662,1.000142,0.002425,,
7670.859161,1.000152,0.002308,,
7670.860657,0.999661,0.002411,,
7670.862147,1.000219,0.001984,,
7670.863644,1.000024,0.002504,,
7670.865146,1.000427,0.002148,,
7670.866648,0.999696,0.002337,,
7670.868146,1.000785,0.0022,,
7670.869644,0.998996,0.002328,,
7670.871142,1.001171,0.002205,,
7670.872641,0.999358,0.002354,,
7670.874139,1.001265,0.002122,,
7670.875635,0.999336,0.002506,,
7670.877133,0.999343,0.002518,,
7670.878631,0.998914,0.00248,,
7670.880129,1.001252,0.002537,,
7670.881626,0.998704,0.00241,,
7670.883116,0.999198,0.002282,,
7670.884622,1.000817,0.002257,,
7670.88611,1.000262,0.002488,,
7670.887616,1.000769,0.002744,,
7670.889116,1.000764,0.002253,,
7670.890613,1.000138,0.002731,,
7670.892111,1.001782,0.002064,,
7670.893609,1.000708,0.00273,,
7670.895107,1.000564,0.002486,,
7670.896605,0.998964,0.00261,,
7670.898102,1.000442,0.002319,,
7670.8996,0.999661,0.002235,,
